# This file contains the data of initial population
# of objectives = 2, # of constraints = 0, # of real_var = 30, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
7.217373e-01	4.506152e+00	7.217373e-01	9.586343e-02	4.380540e-01	5.769384e-01	9.422401e-01	8.370111e-01	1.901130e-01	3.986620e-01	8.982460e-01	4.285504e-01	3.275216e-01	7.525112e-01	1.373405e-01	3.429398e-01	8.286881e-01	9.515746e-01	9.729157e-01	8.680801e-01	9.312116e-01	9.580007e-01	3.775696e-01	1.431453e-01	2.701325e-01	9.539575e-01	8.597571e-01	8.537651e-01	9.048650e-01	6.004735e-01	6.389592e-01	9.074722e-01	0.000000e+00	10	1.000000e+14
5.623982e-01	3.006859e+00	5.623982e-01	2.981063e-01	4.705355e-02	4.001377e-01	9.181282e-01	5.050224e-01	7.307396e-01	7.144359e-01	6.573762e-01	1.729254e-01	7.698459e-01	7.361603e-01	7.799693e-02	3.657863e-02	9.746259e-01	7.588173e-02	6.537929e-01	1.590533e-01	5.587485e-01	2.058148e-01	1.063511e-02	2.221147e-01	9.988685e-01	2.296990e-02	4.236311e-01	4.880988e-02	3.791630e-02	6.588102e-01	4.372177e-01	1.062715e-01	0.000000e+00	1	3.376715e-01
4.756771e-01	4.192627e+00	4.756771e-01	7.412858e-01	7.253206e-01	6.587045e-01	5.913613e-01	6.745143e-01	1.007619e-01	3.683139e-01	7.528064e-01	2.977816e-01	8.138624e-01	3.093317e-01	7.253967e-01	9.473656e-01	1.554549e-01	1.442767e-01	2.471626e-01	4.979388e-01	4.361260e-01	8.049552e-01	8.669487e-01	9.416632e-01	2.017415e-01	8.012007e-01	8.672113e-02	5.568205e-01	3.217330e-01	7.414332e-01	3.267668e-01	8.305081e-01	0.000000e+00	5	2.381039e-01
6.299778e-01	3.779711e+00	6.299778e-01	3.461220e-01	9.045698e-01	8.751438e-01	9.559835e-01	4.268286e-01	3.526002e-01	8.921303e-02	8.191710e-01	9.316050e-01	4.066304e-01	6.611145e-01	1.226224e-01	4.008596e-01	1.436864e-01	2.804515e-01	7.971270e-01	2.217692e-01	8.668106e-01	7.270769e-01	2.964831e-01	3.320434e-01	6.067096e-01	4.762937e-01	1.295550e-01	8.367160e-01	8.501768e-01	7.027211e-01	1.645327e-01	3.219141e-01	0.000000e+00	7	1.293465e-01
1.154884e-02	5.168247e+00	1.154884e-02	5.491429e-01	8.212014e-01	8.911513e-01	1.527478e-01	1.867093e-01	3.245371e-01	8.036792e-01	8.750035e-01	3.471497e-01	2.539339e-02	1.286411e-01	5.693155e-01	7.787832e-02	5.704656e-01	6.096199e-01	5.950319e-01	3.249070e-01	9.571661e-01	7.201045e-01	4.715562e-01	3.871214e-02	1.622341e-01	5.085941e-01	6.184289e-01	7.969791e-01	8.336845e-02	9.839925e-01	8.032356e-01	2.401193e-01	0.000000e+00	2	1.000000e+14
2.806312e-02	5.296964e+00	2.806312e-02	2.855339e-01	9.441675e-01	5.844553e-01	3.812370e-01	5.324734e-01	5.533069e-01	3.229813e-01	5.732209e-01	6.708316e-01	2.020951e-01	8.968622e-01	1.467061e-01	2.555207e-01	2.577710e-01	1.698092e-01	9.811548e-02	8.578648e-01	3.325760e-01	7.533475e-01	8.661843e-01	8.994854e-01	9.244134e-01	2.938509e-01	7.260150e-01	6.049754e-01	2.367461e-01	5.099143e-01	6.202744e-01	6.334023e-01	0.000000e+00	3	2.766456e-02
1.555804e-03	4.853426e+00	1.555804e-03	2.304583e-01	2.041719e-01	1.450546e-01	1.285312e-01	7.165095e-01	4.226094e-01	8.223576e-01	3.126946e-01	4.398106e-01	4.969165e-01	4.670421e-01	6.245901e-01	9.667570e-01	6.053719e-01	1.392267e-01	2.378207e-01	2.147432e-01	8.924139e-01	1.920037e-01	8.466224e-01	4.740781e-01	1.829612e-01	6.067170e-01	2.650732e-02	5.507558e-02	7.399957e-01	4.394007e-01	2.527058e-01	8.159639e-01	0.000000e+00	1	1.000000e+14
1.306975e-01	5.372106e+00	1.306975e-01	5.006237e-01	2.605262e-01	2.310209e-01	7.051786e-01	4.298201e-01	1.799491e-01	6.501488e-01	1.185442e-01	9.319886e-01	8.833723e-01	9.654509e-01	1.405723e-01	9.067252e-01	3.921062e-01	7.165242e-01	3.176965e-01	2.673436e-01	6.709394e-01	8.649798e-01	7.973454e-01	2.572085e-01	8.043105e-01	5.027048e-01	5.009321e-01	9.699320e-01	9.731509e-01	4.398760e-01	6.987111e-01	9.289681e-01	0.000000e+00	7	1.000000e+14
2.426604e-01	3.978423e+00	2.426604e-01	1.722088e-01	1.941504e-01	5.078221e-01	6.135441e-01	5.015913e-01	4.840179e-01	6.003183e-02	2.132657e-01	4.227025e-01	9.201242e-01	9.473995e-01	2.214746e-01	3.270239e-01	4.927693e-02	2.168696e-01	3.786507e-01	1.040121e-01	5.255752e-01	8.514354e-02	7.668447e-01	9.995247e-01	5.539947e-01	8.869958e-01	8.880372e-01	3.284149e-01	6.637588e-02	7.231989e-01	9.163451e-02	9.282288e-01	0.000000e+00	3	2.082465e-01
1.199172e-01	5.130900e+00	1.199172e-01	4.368832e-01	6.958418e-01	1.186432e-02	9.359728e-01	7.439763e-01	8.135483e-01	8.574482e-01	1.752366e-01	3.378735e-01	2.136843e-01	7.417684e-01	5.857958e-01	9.813503e-02	7.978207e-01	7.032139e-01	9.173147e-01	6.146677e-01	1.725172e-01	9.035562e-01	2.499521e-01	3.482415e-01	7.704823e-01	6.254445e-01	1.227431e-01	7.353256e-01	4.983086e-01	4.959578e-01	6.775713e-01	7.576149e-01	0.000000e+00	6	1.000000e+14
