# This file contains the data of final feasible population (if found)
# of objectives = 2, # of constraints = 0, # of real_var = 30, # of bits of bin_var = 0, constr_violation, rank, crowding_distance
6.858308e-05	9.923095e-01	6.858308e-05	2.985714e-06	1.993820e-06	1.584197e-05	2.620796e-04	5.095893e-05	9.717892e-06	2.953338e-04	3.403144e-04	3.788301e-06	3.186285e-05	2.391793e-05	1.586798e-06	2.709015e-05	2.044767e-06	3.424646e-07	1.465981e-05	8.041554e-05	3.650728e-05	8.004809e-06	4.154480e-05	1.635403e-05	1.637947e-05	1.150316e-05	1.582380e-05	2.987865e-05	1.299492e-05	4.657021e-04	6.799122e-06	8.564527e-05	0.000000e+00	1	1.000000e+14
9.998655e-01	2.812342e-04	9.998655e-01	2.144659e-06	9.142881e-06	2.767452e-05	3.758217e-05	3.756433e-05	1.873411e-05	1.775077e-04	1.468573e-04	4.977061e-05	2.834690e-05	1.783206e-04	1.346652e-05	6.163842e-05	2.758887e-05	1.343580e-06	3.100747e-06	1.705575e-04	3.600254e-05	4.616590e-06	7.433778e-06	1.037968e-06	5.656044e-05	9.751694e-06	2.030060e-05	5.548542e-06	3.710197e-05	6.346214e-05	3.892305e-06	1.417745e-04	0.000000e+00	1	1.000000e+14
1.627361e-01	5.988245e-01	1.627361e-01	2.896954e-05	5.640914e-05	2.956240e-05	5.713151e-05	9.591347e-06	1.332728e-05	3.060698e-04	1.240799e-03	7.808157e-05	8.330570e-04	2.178164e-04	2.674799e-05	1.724597e-04	3.665683e-03	2.329949e-04	2.467577e-05	1.961924e-04	1.323244e-06	4.951702e-05	1.842528e-04	7.200397e-04	3.740150e-05	1.354594e-05	6.025553e-05	7.296417e-05	4.060658e-05	4.782833e-04	6.124559e-06	1.459396e-04	0.000000e+00	1	3.281428e-02
4.041945e-02	7.992898e-01	4.041945e-02	5.307145e-06	2.587113e-06	1.222290e-05	5.881560e-05	1.152844e-05	1.086351e-05	1.986112e-04	2.450832e-05	1.576199e-05	6.414903e-05	2.505628e-05	1.851790e-05	4.044230e-05	5.443742e-05	1.054483e-08	2.457456e-05	3.724607e-05	4.987609e-06	6.232200e-07	6.669629e-06	1.277320e-05	1.626736e-05	6.166084e-06	2.543101e-05	1.462214e-05	3.415017e-05	3.188211e-04	5.455795e-06	1.519565e-04	0.000000e+00	1	3.119481e-02
7.100524e-01	1.578752e-01	7.100524e-01	2.557216e-05	2.611749e-06	7.233079e-05	5.127016e-04	2.830720e-05	1.807904e-05	2.120036e-04	9.326356e-05	3.099406e-05	9.856242e-05	2.473507e-04	2.887320e-05	7.237153e-05	6.225924e-06	4.261923e-07	4.017887e-07	4.179577e-05	8.331867e-05	1.796894e-05	4.799857e-05	1.802071e-06	2.891087e-04	3.970526e-06	7.505512e-05	2.050680e-04	2.290927e-05	4.481594e-04	4.777448e-06	2.101678e-04	0.000000e+00	1	2.994353e-02
9.127494e-01	4.496810e-02	9.127494e-01	2.519883e-05	2.564984e-05	2.552050e-04	1.693597e-04	6.877951e-05	2.509797e-05	1.564663e-04	7.243097e-05	6.327517e-05	9.750876e-05	2.703468e-04	6.511769e-06	3.954842e-05	3.020757e-05	3.408243e-06	1.126584e-05	2.426191e-04	3.959789e-05	6.086507e-06	2.868242e-05	1.371122e-05	9.711042e-06	2.034809e-05	2.552008e-05	4.847448e-05	4.044494e-05	2.578863e-04	2.466647e-06	8.629887e-05	0.000000e+00	1	2.829838e-02
1.069263e-01	6.733887e-01	1.069263e-01	3.767783e-05	3.065012e-06	1.876903e-05	5.220521e-05	5.506830e-05	1.289071e-05	1.785140e-04	2.551735e-04	6.150473e-05	2.535569e-05	3.149339e-05	4.939641e-05	8.746599e-05	1.010025e-05	2.500287e-06	1.256328e-05	4.098031e-05	2.372033e-05	1.467797e-05	1.651854e-06	1.686084e-05	8.782809e-06	6.394536e-06	6.134304e-06	4.655224e-05	4.461924e-05	1.167674e-04	2.709891e-06	2.575482e-04	0.000000e+00	1	2.828681e-02
1.997949e-01	5.560473e-01	1.997949e-01	3.335271e-05	3.687495e-05	2.554121e-04	2.934739e-03	5.886532e-05	4.877049e-05	2.915783e-04	3.154755e-04	1.617212e-04	2.731569e-04	1.331523e-03	7.943359e-05	1.237709e-04	1.143033e-05	1.313862e-04	8.403812e-05	5.304698e-04	1.769103e-03	2.802628e-05	1.246174e-03	3.589172e-05	1.392536e-04	1.178816e-04	2.993841e-04	6.284993e-04	1.260386e-04	2.499841e-04	4.259666e-05	1.191691e-03	0.000000e+00	1	2.813537e-02
2.979528e-02	8.279037e-01	2.979528e-02	2.118165e-05	3.664109e-06	7.868075e-06	2.390927e-04	2.893444e-05	1.866960e-05	2.232863e-04	4.771788e-05	1.587815e-05	9.169390e-05	3.031676e-05	2.843278e-05	7.591721e-05	5.093286e-06	3.952309e-06	7.009755e-06	2.764951e-05	8.266246e-05	1.043499e-07	7.141021e-05	1.435661e-06	1.234115e-05	3.455551e-06	3.751856e-05	2.180678e-06	1.199344e-05	5.188019e-04	4.200142e-06	2.000137e-04	0.000000e+00	1	2.696388e-02
5.702104e-01	2.456169e-01	5.702104e-01	6.704260e-06	4.709939e-05	1.453160e-04	1.532232e-04	4.366498e-05	2.622720e-05	2.383139e-04	2.719447e-04	4.979686e-06	9.898764e-05	2.110841e-04	1.282058e-04	1.725271e-04	3.588198e-05	8.478897e-06	4.995650e-06	4.568495e-04	7.211802e-05	1.818091e-05	2.531334e-06	4.339700e-05	3.102794e-05	6.789435e-06	2.888933e-06	1.616749e-04	4.971936e-05	1.012279e-03	8.404806e-06	3.647123e-04	0.000000e+00	1	2.640031e-02
